chunk_id,chunk_file,source_file,subfolder,chunk_number,word_count,topic,summary,keywords,created_date
HBR - How to give negative feedback in nice companies_chunk002,HBR - How to give negative feedback in nice companies_chunk002.txt,HBR - How to give negative feedback in nice companies.docx,Brenton - NCS\0126 - Leadership & Management Best Practices\2016.06 HFT - PARS,2,344,Effective Leadership Communication,"The text discusses the importance of owning mistakes, understanding when not to give feedback, and adopting a continuous improvement mindset to become a better communicator as a leader.","feedback, mistakes, continuous improvement, leadership communication, candor",2026-01-28T12:29:57.026650
HBR -Are You Ready_chunk001,HBR -Are You Ready_chunk001.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,1,990,Retail Supply Chain Management,"The text discusses the challenges retailers face in matching supply with demand, and the need for 'rocket science retailing' - blending traditional forecasting with information technology and data analysis.","retail, supply chain, demand forecasting, data analysis, information technology",2026-01-28T12:29:59.907522
HBR -Are You Ready_chunk002,HBR -Are You Ready_chunk002.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,2,992,Demand Forecasting and Inventory Management,"The text discusses how retailers can leverage early sales data to improve demand forecasting and inventory management, with examples of successful companies like World Company, Zara, and CompUSA.","demand forecasting, inventory management, early sales data, retail practices, supply chain",2026-01-28T12:30:01.099994
HBR -Are You Ready_chunk003,HBR -Are You Ready_chunk003.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,3,997,Supply Chain Management,"The text discusses the importance of supply chain speed in retail, with examples of how companies like Old Navy, World, and Zara manage their supply chains to quickly respond to demand.","supply chain, forecasting, demand response, retail operations, lead time",2026-01-28T12:30:02.017848
HBR -Are You Ready_chunk004,HBR -Are You Ready_chunk004.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,4,1000,Inventory Planning,"The text discusses the importance of inventory planning, including tracking stockouts and lost sales to set optimal inventory levels and improve supply chain responsiveness.","inventory planning, stockouts, lost sales, supply chain responsiveness, demand forecasting",2026-01-28T12:30:03.214884
HBR -Are You Ready_chunk005,HBR -Are You Ready_chunk005.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,5,991,Retail Data Management,"Many retailers lack accurate sales and inventory data, but some have implemented techniques like the 'zero balance walk' to improve data accuracy.","data accuracy, inventory management, retail operations, sales data, supply chain",2026-01-28T12:30:04.209350
HBR -Are You Ready_chunk006,HBR -Are You Ready_chunk006.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,6,998,Retail Performance Improvement,"The text discusses strategies for improving retail performance, including tracking customer satisfaction, employee morale, and root causes of problems.","customer satisfaction, employee morale, retail metrics, performance improvement, cost-cutting",2026-01-28T12:30:05.104796
HBR -Are You Ready_chunk007,HBR -Are You Ready_chunk007.txt,HBR -Are You Ready.pdf,Brenton - NCS\0126 - Retail Specific,7,519,Retail Forecasting and Inventory Management,"Retailers face challenges in forecasting demand and managing inventory due to short product life cycles, requiring the development of advanced decision support tools.","forecasting, inventory management, decision support systems, retail data analytics, replenishment optimization",2026-01-28T12:30:06.060399
HBR How do customers judge quality in an e-tailer_chunk001,HBR How do customers judge quality in an e-tailer_chunk001.txt,HBR How do customers judge quality in an e-tailer.PDF,Brenton - NCS\0126 - Retail Specific,1,999,E-commerce Customer Experience,"This article discusses how online retailers can distinguish themselves by focusing on customer interaction with the website, delivery of the product, and ability to address problems.","E-commerce, Customer experience, Online retail, Quality in e-tailing, Heterogeneity in retail",2026-01-28T12:30:08.834069
HBR How do customers judge quality in an e-tailer_chunk002,HBR How do customers judge quality in an e-tailer_chunk002.txt,HBR How do customers judge quality in an e-tailer.PDF,Brenton - NCS\0126 - Retail Specific,2,997,Website Usability and Design,"Customers judge the quality of an e-tailer's website based on ease of use, visual appeal, and reliable functionality.","website usability, online shopping experience, e-commerce design, web navigation, product presentation",2026-01-28T12:30:09.906519
HBR How do customers judge quality in an e-tailer_chunk003,HBR How do customers judge quality in an e-tailer_chunk003.txt,HBR How do customers judge quality in an e-tailer.PDF,Brenton - NCS\0126 - Retail Specific,3,989,Online Retail Operations,"The text discusses the importance of flexibility, delivery options, and accurate information in online retail operations to ensure customer satisfaction and retain customers.","e-commerce, customer experience, online retail management",2026-01-28T12:30:10.824967
HBR How do customers judge quality in an e-tailer_chunk004,HBR How do customers judge quality in an e-tailer_chunk004.txt,HBR How do customers judge quality in an e-tailer.PDF,Brenton - NCS\0126 - Retail Specific,4,996,Customer Satisfaction in E-commerce,The text discusses how online customers judge the quality of an e-tailer based on timely delivery and the condition of the product received.,"delivery timeliness, product condition, customer expectations, customer satisfaction, e-commerce",2026-01-28T12:30:12.629131
HBR How do customers judge quality in an e-tailer_chunk005,HBR How do customers judge quality in an e-tailer_chunk005.txt,HBR How do customers judge quality in an e-tailer.PDF,Brenton - NCS\0126 - Retail Specific,5,993,Online Retail Service Recovery,"Effective service recovery, including easy feedback and resolution processes, is essential for online retailers to build and maintain customer relationships.","service recovery, customer feedback, online retail, service failures, customer satisfaction",2026-01-28T12:30:13.524593
HBR How do customers judge quality in an e-tailer_chunk006,HBR How do customers judge quality in an e-tailer_chunk006.txt,HBR How do customers judge quality in an e-tailer.PDF,Brenton - NCS\0126 - Retail Specific,6,575,Online Retail Quality Perception,"Customers judge online retailers based on trust, service quality, and delivery timeliness, and will continue to patronize high-quality retailers they trust.","online retail, service quality, customer trust, delivery timeliness, customer satisfaction",2026-01-28T12:30:14.436748
HBR The True Measures of Success_chunk001,HBR The True Measures of Success_chunk001.txt,HBR The True Measures of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.11 HFT - Measurement,1,993,Business Analytics and Performance Measurement,"The text discusses how businesses often measure the wrong metrics, leading to poor strategic and resource allocation decisions, and the importance of using the right statistics to assess performance.","business analytics, performance measurement, metrics, statistics, decision-making",2026-01-28T12:30:20.841078
HBR The True Measures of Success_chunk002,HBR The True Measures of Success_chunk002.txt,HBR The True Measures of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.11 HFT - Measurement,2,993,Business Strategy Analysis,"The text discusses the challenges of using intuition and common business practices to identify successful strategies, as luck often plays a significant role in outcomes.","business management, strategy analysis, performance measurement, causality, luck",2026-01-28T12:30:21.859320
HBR The True Measures of Success_chunk003,HBR The True Measures of Success_chunk003.txt,HBR The True Measures of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.11 HFT - Measurement,3,989,Business Performance Metrics,"Companies often rely on metrics that are neither persistent nor predictive, such as earnings per share (EPS) and sales growth, which may not accurately reflect value creation.","performance metrics, value creation, earnings per share, sales growth",2026-01-28T12:30:22.760891
HBR The True Measures of Success_chunk004,HBR The True Measures of Success_chunk004.txt,HBR The True Measures of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.11 HFT - Measurement,4,986,Financial Performance Metrics,"The article discusses the limitations of common financial performance measures, such as earnings and sales growth, in predicting shareholder returns, and emphasizes the importance of linking nonfinancial measures to value creation.","financial performance, shareholder returns, nonfinancial measures, value creation, cause-and-effect",2026-01-28T12:30:23.742890
HBR The True Measures of Success_chunk005,HBR The True Measures of Success_chunk005.txt,HBR The True Measures of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.11 HFT - Measurement,5,99,Performance Measurement,Companies must adopt more effective metrics and analytics to gain competitive advantage in today's business landscape.,"metrics, analytics, performance measurement, competitive advantage, data-driven decision making",2026-01-28T12:30:24.781175
HBR lessons-from-the-leaders-of-retail-loss-prevention 1 of 3_chunk001,HBR lessons-from-the-leaders-of-retail-loss-prevention 1 of 3_chunk001.txt,HBR lessons-from-the-leaders-of-retail-loss-prevention 1 of 3.pdf,Brenton - NCS\0126 - Retail Specific,1,776,Retail Loss Prevention,"Lessons from five leading retailers on effective strategies for reducing inventory loss and shrinkage through strong leadership, operational excellence, and companywide commitment.","inventory loss, shrinkage, loss prevention, operational excellence, retail strategy",2026-01-28T12:30:27.600867
HBR making-supply-meet-demand-in-an-uncertai_chunk001,HBR making-supply-meet-demand-in-an-uncertai_chunk001.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,1,998,Supply Chain Management,The article discusses the challenges of meeting uncertain demand in a volatile market and proposes a new approach called 'accurate response' to improve forecasting and minimize the impact of inaccurate forecasts.,"supply chain, demand forecasting, production planning, inventory management, accurate response",2026-01-28T12:30:30.476576
HBR making-supply-meet-demand-in-an-uncertai_chunk002,HBR making-supply-meet-demand-in-an-uncertai_chunk002.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,2,991,Demand Forecasting and Supply Chain Management,"The text discusses the growing need for companies to incorporate demand uncertainty into their production-planning processes, highlighting examples of companies like Timberland and L.L. Bean that have successfully adapted to this challenge.","demand uncertainty, production planning, inventory management, forecasting, supply chain",2026-01-28T12:30:31.704436
HBR making-supply-meet-demand-in-an-uncertai_chunk003,HBR making-supply-meet-demand-in-an-uncertai_chunk003.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,3,985,Supply Chain Management,This text discusses how Black & Decker and Sport Obermeyer adapted their supply chain to meet changing customer demands and market conditions.,"supply chain, fashion industry, customer-centric, flexible manufacturing, just-in-time delivery",2026-01-28T12:30:33.752408
HBR making-supply-meet-demand-in-an-uncertai_chunk004,HBR making-supply-meet-demand-in-an-uncertai_chunk004.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,4,992,Demand Forecasting,The text discusses Sport Obermeyer's efforts to improve its demand forecasting process through independent forecasts and statistical analysis.,"demand forecasting, consensus forecasting, statistical analysis, product demand, sales forecasting",2026-01-28T12:30:35.031306
HBR making-supply-meet-demand-in-an-uncertai_chunk005,HBR making-supply-meet-demand-in-an-uncertai_chunk005.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,5,984,Demand Forecasting and Production Planning,"The text discusses critical components of an accurate response program, including assessing demand probability distribution and estimating stockout and markdown costs, using a sophisticated algorithm to generate risk-based production schedules.","demand forecasting, production planning, risk-based scheduling, supply chain management, just-in-time",2026-01-28T12:30:36.197554
HBR making-supply-meet-demand-in-an-uncertai_chunk006,HBR making-supply-meet-demand-in-an-uncertai_chunk006.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,6,985,Supply Chain Management,"The text discusses how a model helped Sport Obermeyer improve its supply chain, reduce stockout and markdown costs, and redesign its product line to increase profits.","supply chain, demand forecasting, reactive capacity, product redesign, cost reduction",2026-01-28T12:30:37.158505
HBR making-supply-meet-demand-in-an-uncertai_chunk007,HBR making-supply-meet-demand-in-an-uncertai_chunk007.txt,HBR making-supply-meet-demand-in-an-uncertai.pdf,Brenton - NCS\0126 - Retail Specific,7,716,Demand Forecasting,"The text discusses strategies to improve demand forecasting, including using sales data, creating custom-order systems, and tracking forecasting errors.","demand forecasting, sales data, custom-order system, forecasting errors, production planning",2026-01-28T12:30:38.108857
HBR_Learning In the Thick Of It_chunk001,HBR_Learning In the Thick Of It_chunk001.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,1,989,After-Action Reviews and Organizational Learning,"This text discusses how companies can improve their after-action review (AAR) process to enhance future performance, rather than just identify past mistakes.","after-action review, organizational learning, continuous improvement",2026-01-28T12:30:42.007446
HBR_Learning In the Thick Of It_chunk002,HBR_Learning In the Thick Of It_chunk002.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,2,985,Military Training,The text discusses how the U.S. military's Opposing Force (OPFOR) uses a rigorous after-action review (AAR) process to improve training and combat readiness.,"military training, after-action review, OPFOR, National Training Center",2026-01-28T12:30:43.113306
HBR_Learning In the Thick Of It_chunk003,HBR_Learning In the Thick Of It_chunk003.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,3,989,After-Action Review (AAR) Process,"The document describes the detailed after-action review (AAR) process used by the U.S. Army's Opposing Force (OPFOR), which involves pre-planning, rehearsals, and explicit linking of lessons to future actions.","After-Action Review, OPFOR, Military Training, Lesson Learning",2026-01-28T12:30:44.271239
HBR_Learning In the Thick Of It_chunk004,HBR_Learning In the Thick Of It_chunk004.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,4,993,Organizational Learning and Adaptation,"The text discusses how organizations like OPFOR use after-action review (AAR) meetings to quickly learn and adapt, by establishing an agenda for planning, identifying what worked and what didn't, and correcting flawed assumptions.","organizational learning, after-action review, adaptation, planning, problem-solving",2026-01-28T12:30:45.390149
HBR_Learning In the Thick Of It_chunk005,HBR_Learning In the Thick Of It_chunk005.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,5,999,Military Training and Simulation,"The text analyzes how a military unit, OPFOR, conducts frequent after-action reviews (AARs) to test and validate its assumptions, strategies, and tactics against different scenarios.","military training, after-action review, simulation, strategy, tactics",2026-01-28T12:30:46.460844
HBR_Learning In the Thick Of It_chunk006,HBR_Learning In the Thick Of It_chunk006.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,6,994,Product Development and Improvement,"The text discusses conducting after-action reviews (AARs) to identify improvements in the product-planning process, sales process, and mergers and acquisitions activities.","After-Action Review (AAR), Product Planning, Sales Process, Mergers and Acquisitions",2026-01-28T12:30:47.454869
HBR_Learning In the Thick Of It_chunk007,HBR_Learning In the Thick Of It_chunk007.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,7,1000,Knowledge Management in Organizations,"The text discusses the importance of creating, collecting, and sharing knowledge within organizations, and how the U.S. Army's After-Action Review (AAR) process can be adapted for corporate environments.","knowledge management, after-action review, organizational learning, corporate adaptation, best practices",2026-01-28T12:30:49.210711
HBR_Learning In the Thick Of It_chunk008,HBR_Learning In the Thick Of It_chunk008.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\2015.06 HFT - AAR,8,213,Organizational Learning,This book provides guidelines on applying the After-Action Review (AAR) process to enhance organizational learning and boost performance amid rapid change and uncertainty.,"organizational learning, after-action review, knowledge management, performance improvement, change management",2026-01-28T12:30:50.081435
HBR_Learning In the Thick Of It_chunk001,HBR_Learning In the Thick Of It_chunk001.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,1,989,Organizational Learning,"This article discusses how companies can improve their after-action review (AAR) process to enhance future performance, using the U.S. Army's standing enemy brigade as an example.","after-action review, organizational learning, continuous improvement, U.S. Army, performance enhancement",2026-01-28T12:30:54.007887
HBR_Learning In the Thick Of It_chunk002,HBR_Learning In the Thick Of It_chunk002.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,2,985,Military Training and Evaluation,This document discusses how the U.S. military's OPFOR (Opposing Forces) unit effectively uses the after-action review (AAR) process to learn and improve training exercises.,"military training, after-action review, continuous improvement, OPFOR, corporate learning",2026-01-28T12:30:55.173495
HBR_Learning In the Thick Of It_chunk003,HBR_Learning In the Thick Of It_chunk003.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,3,989,Military Training and Tactics,"The text describes the After Action Review (AAR) process used by the U.S. Army's Opposing Force (OPFOR) to learn from each training exercise, including detailed planning, rehearsals, and explicit linking of lessons to future actions.","After Action Review, Military Training, Tactical Planning, Organizational Learning, Performance Improvement",2026-01-28T12:30:56.308413
HBR_Learning In the Thick Of It_chunk004,HBR_Learning In the Thick Of It_chunk004.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,4,993,Organizational Learning and Adaptation,The text discusses how the U.S. Army's OPFOR (Opposing Forces) uses after-action reviews (AARs) to help their organization learn and adapt quickly.,"organizational learning, after-action review, adaptation, military training, continuous improvement",2026-01-28T12:30:57.329031
HBR_Learning In the Thick Of It_chunk005,HBR_Learning In the Thick Of It_chunk005.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,5,999,Military Training and Tactics,The text discusses how the OPFOR military unit conducts frequent after-action reviews (AARs) to rapidly test and validate different strategies and tactics against changing conditions.,"military training, after-action review, tactics, experimentation, learning culture",2026-01-28T12:30:58.384878
HBR_Learning In the Thick Of It_chunk006,HBR_Learning In the Thick Of It_chunk006.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,6,994,Business Process Improvement,"This text discusses the use of After-Action Reviews (AARs) to identify lessons and improve business processes across various functions like product planning, sales, and mergers and acquisitions.","After-Action Review, Continuous Improvement, Business Process, Lessons Learned, Performance Improvement",2026-01-28T12:30:59.369041
HBR_Learning In the Thick Of It_chunk007,HBR_Learning In the Thick Of It_chunk007.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,7,1000,Knowledge Management and Organizational Learning,The text discusses how companies can adapt OPFOR's after-action review (AAR) process to improve their knowledge management and organizational learning.,"after-action review, organizational learning, knowledge management, OPFOR, best practices",2026-01-28T12:31:00.293463
HBR_Learning In the Thick Of It_chunk008,HBR_Learning In the Thick Of It_chunk008.txt,HBR_Learning In the Thick Of It.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices\AARs,8,213,Organizational Learning,This book provides guidelines on applying the After-Action Review (AAR) process to enhance organizational learning and boost performance amid rapid change and uncertainty.,"Organizational Learning, After-Action Review, Performance Improvement, Rapid Change, Uncertainty",2026-01-28T12:31:02.771054
HBR_Showrooming at Best Buy_chunk001,HBR_Showrooming at Best Buy_chunk001.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,1,989,Retail Strategies,"This case study examines how traditional brick-and-mortar retailers like Best Buy responded to the rise of showrooming, where shoppers used physical stores to browse products but then purchased them online.","showrooming, retail strategies, price matching, online shopping, brick-and-mortar stores",2026-01-28T12:31:06.770830
HBR_Showrooming at Best Buy_chunk002,HBR_Showrooming at Best Buy_chunk002.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,2,997,Retail Technology,"Amazon introduced mobile apps like Flow and Prime that enabled showrooming and price comparison, leading to Amazon's dominance in online product search.","mobile apps, price comparison, showrooming, Amazon, online shopping",2026-01-28T12:31:07.730214
HBR_Showrooming at Best Buy_chunk003,HBR_Showrooming at Best Buy_chunk003.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,3,998,Retail Strategies to Counter Showrooming,"Retailers responded to showrooming by building their own apps, offering exclusive products, and expanding loyalty programs and price matching.","showrooming, retail apps, exclusive products, loyalty programs, price matching",2026-01-28T12:31:09.270126
HBR_Showrooming at Best Buy_chunk004,HBR_Showrooming at Best Buy_chunk004.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,4,990,Retail Pricing and Advertising Policies,"The text discusses lawful pricing and advertising policies used by retailers to prevent showrooming, including manufacturer-set minimum advertised prices (MAPs) and retailer-run loyalty programs.","minimum advertised price, resale price maintenance, loyalty programs, showrooming, retail pricing",2026-01-28T12:31:10.350179
HBR_Showrooming at Best Buy_chunk005,HBR_Showrooming at Best Buy_chunk005.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,5,994,Retail Strategy,"Best Buy implemented various measures, including price matching, to combat showrooming and win back mobile-savvy customers.","showrooming, price matching, retail strategy, mobile customers, in-store experience",2026-01-28T12:31:11.234616
HBR_Showrooming at Best Buy_chunk006,HBR_Showrooming at Best Buy_chunk006.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,6,997,Retail Industry Performance,"This text provides industry sales data for various retail categories, excluding mixed retailers, grocery stores, and other non-specialist retailers.","retail industry, industry performance, specialist retailers, industry sales data",2026-01-28T12:31:12.181901
HBR_Showrooming at Best Buy_chunk007,HBR_Showrooming at Best Buy_chunk007.txt,HBR_Showrooming at Best Buy.pdf,Brenton - NCS\0126 - Retail Specific,7,377,Retail Transformation Strategy,"This text discusses how Best Buy is addressing the 'showrooming' phenomenon, where customers use physical stores to examine products but then purchase online, by implementing price-matching and other strategies.","showrooming, retail strategy, price-matching, online competition, brick-and-mortar transformation",2026-01-28T12:31:13.278999
HBS Delusions of Success_chunk001,HBS Delusions of Success_chunk001.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,1,989,Executives' Decision Making,"Executives routinely exaggerate benefits and discount costs in planning major initiatives, leading to failure, and this optimism bias can be addressed through more realistic forecasting.","executive decision making, optimism bias, forecasting, project failure, planning",2026-01-28T12:31:16.189213
HBS Delusions of Success_chunk002,HBS Delusions of Success_chunk002.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,2,997,Cognitive Biases in Business,The text discusses how cognitive biases and organizational pressures can lead executives and entrepreneurs to be overly optimistic about the outcomes of their business decisions.,"cognitive biases, overoptimism, decision-making, risk assessment, business planning",2026-01-28T12:31:17.181649
HBS Delusions of Success_chunk003,HBS Delusions of Success_chunk003.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,3,996,Strategic Planning and Forecasting,"The text discusses how business scenarios used in planning are generally inadequate due to human limitations in predicting complex problems, leading to optimistic forecasts and underestimated risks.","scenario planning, optimism bias, anchoring bias, capital projects, organizational pressure",2026-01-28T12:31:18.535099
HBS Delusions of Success_chunk004,HBS Delusions of Success_chunk004.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,4,988,Forecasting and Optimism,"The text discusses the difference between the inside view and the outside view in forecasting, with the outside view being more accurate.","forecasting, optimism, inside view, outside view, reference-class forecasting",2026-01-28T12:31:19.951166
HBS Delusions of Success_chunk005,HBS Delusions of Success_chunk005.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,5,998,Forecasting and Decision-Making,"The text discusses the importance of using the outside view, rather than the inside view, to make more accurate forecasts, especially for novel initiatives.","forecasting, outside view, cognitive biases, optimism, decision-making",2026-01-28T12:31:20.874456
HBS Delusions of Success_chunk006,HBS Delusions of Success_chunk006.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,6,999,Project Planning and Risk Assessment,This text discusses a process for making better forecasts by analyzing a reference class of similar projects and correcting for optimistic bias.,"reference class forecasting, optimistic bias, project planning, risk assessment",2026-01-28T12:31:22.123997
HBS Delusions of Success_chunk007,HBS Delusions of Success_chunk007.txt,HBS Delusions of Success.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,7,59,Academic Publishing,"This text provides information on how to order reprints, Harvard Business Review OnPoint orders, and subscriptions to Harvard Business Review.","reprints, harvard business review, orders",2026-01-28T12:31:22.859181
HBS_Leader's Guide to Corporate Culture_chunk001,HBS_Leader's Guide to Corporate Culture_chunk001.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,1,988,Organizational Culture Management,The article discusses how leaders can effectively manage and shape their organization's corporate culture to improve performance.,"corporate culture, organizational change, cultural profile, cultural alignment",2026-01-28T12:31:27.063421
HBS_Leader's Guide to Corporate Culture_chunk002,HBS_Leader's Guide to Corporate Culture_chunk002.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,2,994,Corporate Culture Management,"This text discusses how culture can be managed, and identifies eight distinct culture styles based on two primary dimensions: people interactions and response to change.","corporate culture, culture management, organizational dynamics, culture styles, cultural dimensions",2026-01-28T12:31:27.996255
HBS_Leader's Guide to Corporate Culture_chunk003,HBS_Leader's Guide to Corporate Culture_chunk003.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,3,994,Organizational Culture,"The text discusses eight styles of organizational culture and how they fit into an integrated culture framework based on flexibility, independence, and response to change.","organizational culture, cultural styles, integrated culture framework, flexibility, independence",2026-01-28T12:31:28.876039
HBS_Leader's Guide to Corporate Culture_chunk004,HBS_Leader's Guide to Corporate Culture_chunk004.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,4,985,Organizational Culture Analysis,"The text explores different culture styles, their advantages and disadvantages, and how managers can use this framework to understand and shape their organization's culture.","organizational culture, culture styles, culture diagnosis, culture alignment, culture change",2026-01-28T12:31:30.222959
HBS_Leader's Guide to Corporate Culture_chunk005,HBS_Leader's Guide to Corporate Culture_chunk005.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,5,994,Organizational Culture Change,Two companies with similar values but different leadership styles undergo cultural shifts to align with their strategic goals.,"organizational culture, leadership style, cultural alignment, strategic change, innovation",2026-01-28T12:31:31.819543
HBS_Leader's Guide to Corporate Culture_chunk006,HBS_Leader's Guide to Corporate Culture_chunk006.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,6,990,Organizational Culture Change,This text discusses how a technology company evolved its culture to drive growth and innovation in a disruptive market.,"culture change, organizational transformation, strategic alignment, employee engagement, talent management",2026-01-28T12:31:32.789280
HBS_Leader's Guide to Corporate Culture_chunk007,HBS_Leader's Guide to Corporate Culture_chunk007.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,7,998,Organizational Culture Change,"The text discusses how a traditional manufacturer used various levers, including training, organizational structure, and leadership, to evolve its culture and become a solutions provider.","culture change, organizational structure, leadership, training, solutions provider",2026-01-28T12:31:33.762345
HBS_Leader's Guide to Corporate Culture_chunk008,HBS_Leader's Guide to Corporate Culture_chunk008.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,8,991,Organizational Culture Assessment,This document provides a worksheet to help organizations assess their current cultural profile and identify areas for improvement.,"organizational culture, cultural assessment, culture profile, culture targets, cultural evolution",2026-01-28T12:31:34.696241
HBS_Leader's Guide to Corporate Culture_chunk009,HBS_Leader's Guide to Corporate Culture_chunk009.txt,HBS_Leader's Guide to Corporate Culture.pdf,Brenton - NCS\0126 - Culture,9,879,Corporate Culture Analysis,"The text discusses the importance of high convergence in corporate culture and how it correlates with employee engagement and customer orientation, but can also make it harder to change the culture if it is not the desired one.","Corporate Culture, Employee Engagement, Customer Orientation, Organizational Change, Convergence",2026-01-28T12:31:35.645229
HBS_The Whys and Hows of Feedback_chunk001,HBS_The Whys and Hows of Feedback_chunk001.txt,HBS_The Whys and Hows of Feedback.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,1,996,Performance Management,"This note discusses the importance of performance feedback, the challenges in delivering it, and provides guidance for both givers and recipients of feedback.","performance feedback, workplace relationships, organizational commitment, employee motivation, communication styles",2026-01-28T12:31:39.754955
HBS_The Whys and Hows of Feedback_chunk002,HBS_The Whys and Hows of Feedback_chunk002.txt,HBS_The Whys and Hows of Feedback.pdf,Brenton - NCS\0126 - Leadership & Management Best Practices,2,993,Employee Feedback,"Employees want more constructive and actionable feedback, but managers may avoid it due to concerns about how it will be received.","employee feedback, feedback quality, feedback delivery, feedback avoidance, employee performance",2026-01-28T12:31:40.692466
